,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,SO,CCI_20
0,2019-01-24,138000.0,496,138496.0,0.0, ,BUY,
1,2019-01-28,139000.0,639,138496.0,-135.0,SELL, ,16.161616161616323
2,2019-01-29,134000.0,482,134482.0,0.0,BUY, ,-57.66840666169495
3,2019-02-21,141500.0,650,134482.0,6368.0,SELL, ,81.18925100057152
4,2019-03-01,131000.0,471,131471.0,0.0,BUY, ,-7.850029291153964
5,2019-03-04,141000.0,648,131471.0,8881.0,SELL, ,78.14113597246127
6,2019-03-25,134500.0,484,134984.0,0.0,BUY, ,-77.94925451216324
7,2019-04-24,130500.0,600,134984.0,-5084.0,SELL, ,10.135687428478597
8,2019-04-25,129000.0,464,129464.0,0.0,BUY, ,-36.23188405797172
9,2019-04-29,131500.0,604,129464.0,1432.0,SELL, ,40.40404040404074
10,2019-05-08,129500.0,466,129966.0,0.0,BUY, ,-30.724637681159862
11,2019-05-23,128000.0,588,129966.0,-2554.0,SELL, ,2.4203307785397343
12,2019-06-14,123500.0,444,123944.0,0.0,BUY, ,-61.24852767962353
13,2019-06-25,133000.0,611,123944.0,8445.0,SELL, ,92.50398724082949
14,2019-07-12,128000.0,460,128460.0,0.0,BUY, ,-38.885719718577825
15,2019-08-26,112000.0,515,128460.0,-16975.0, ,SELL,-9.132420091324281
16,2019-09-24,129500.0,466,129966.0,0.0,BUY, ,-1.4222503160557693
17,2019-10-15,133000.0,611,129966.0,2423.0,SELL, ,8.840864440078128
18,2019-10-30,130500.0,469,130969.0,0.0,BUY, ,-0.8658008658010227
19,2019-11-05,137000.0,630,130969.0,5401.0,SELL, ,53.65853658536582
20,2019-11-14,130000.0,468,130468.0,0.0,BUY, ,-86.56330749353992
21,2019-12-04,136000.0,625,130468.0,4907.0,SELL, ,35.82853486884162
