,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20,BB_atas_20,BB_bawah_20,SO_14
0,2019-02-25,24000.0,86,24086.0,0.0,BUY,BUY,258.4,274.92150114245055,241.87849885754943,0.0
1,2019-04-02,28000.0,128,24086.0,3786.0,SELL,SELL,246.1,265.1357558294905,227.06424417050945,88.0
2,2019-05-06,27200.0,97,27297.0,0.0,BUY,BUY,291.0,316.3456110599058,265.6543889400942,11.11111111111111
3,2019-06-10,26600.0,122,27297.0,-819.0,SELL,SELL,243.4,257.26217876092994,229.53782123907007,100.0
4,2019-07-22,30600.0,110,30710.0,0.0,BUY,BUY,315.4,334.7121723273172,296.08782767268275,5.882352941176471
5,2019-08-19,31800.0,146,30710.0,944.0,SELL,SELL,306.7,330.6424309542702,282.7575690457298,85.71428571428571
6,2019-09-05,30200.0,108,30308.0,0.0,BUY,BUY,306.5,322.84013463836806,290.15986536163194,7.6923076923076925
7,2019-10-21,27800.0,127,30308.0,-2635.0,SELL,SELL,257.0,282.69046515732964,231.3095348426704,84.61538461538461
8,2019-10-31,25400.0,91,25491.0,0.0,BUY,BUY,257.4,279.85350752109713,234.9464924789028,15.789473684210526
9,2019-12-16,21200.0,97,25491.0,-4388.0,SELL,SELL,203.95,219.06919310016315,188.83080689983683,81.81818181818181
