,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20
0,2019-02-07,1052500.0,3789,1056289.0,0.0,BUY, ,10467.5
1,2019-03-15,1042500.0,4795,1056289.0,-18584.0,SELL, ,10352.5
2,2019-03-18,1037500.0,3735,1041235.0,0.0,BUY, ,10343.75
3,2019-04-24,920000.0,4232,1041235.0,-125467.0,SELL, ,9123.75
4,2019-04-25,907500.0,3267,910767.0,0.0,BUY, ,9113.75
5,2019-04-29,930000.0,4278,910767.0,14955.0,SELL, ,9108.75
6,2019-05-14,965000.0,3474,968474.0,0.0,BUY, ,9440.0
7,2019-05-15,952500.0,4381,968474.0,-20355.0,SELL, ,9462.5
8,2019-05-16,950000.0,3420,953420.0,0.0,BUY, ,9482.5
9,2019-05-27,977500.0,4496,953420.0,19584.0,SELL, ,9628.75
10,2019-05-28,972500.0,3501,976001.0,0.0,BUY, ,9628.75
11,2019-05-30,972500.0,4473,976001.0,-7974.0,SELL, ,9630.0
12,2019-06-25,1000000.0,3600,1003600.0,0.0,BUY, ,9912.5
13,2019-06-27,1015000.0,4669,1003600.0,6731.0,SELL, ,9950.0
14,2019-07-02,1012500.0,3645,1016145.0,0.0,BUY, ,10003.75
15,2019-07-04,1010000.0,4646,1016145.0,-10791.0,SELL, ,10035.0
16,2019-07-05,1010000.0,3636,1013636.0,0.0,BUY, ,10050.0
17,2019-07-11,1025000.0,4715,1013636.0,6649.0, ,SELL,10080.0
18,2019-07-26,1057500.0,3807,1061307.0,0.0,BUY, ,10378.75
19,2019-07-31,1070000.0,4922,1061307.0,3771.0,SELL, ,10453.75
20,2019-08-16,1162500.0,4185,1166685.0,0.0,BUY, ,10950.0
21,2019-08-19,1152500.0,5301,1166685.0,-19486.0,SELL, ,10993.75
22,2019-08-26,1175000.0,4230,1179230.0,0.0,BUY, ,11290.0
23,2019-08-27,1175000.0,5405,1179230.0,-9635.0,SELL, ,11346.25
24,2019-09-05,1200000.0,4320,1204320.0,0.0,BUY, ,11723.75
25,2019-09-06,1190000.0,5474,1204320.0,-19794.0,SELL, ,11753.75
26,2019-09-11,1195000.0,4302,1199302.0,0.0,BUY, ,11851.25
27,2019-09-26,1200000.0,5520,1199302.0,-4822.0, ,SELL,11912.5
28,2019-09-27,1195000.0,4302,1199302.0,0.0,BUY, ,11907.5
29,2019-09-30,1202500.0,5531,1199302.0,-2333.0, ,SELL,11910.0
30,2019-10-01,1192500.0,4293,1196793.0,0.0,BUY, ,11906.25
31,2019-10-02,1220000.0,5612,1196793.0,17595.0,SELL, ,11916.25
32,2019-10-03,1220000.0,4392,1224392.0,0.0,BUY, ,11926.25
33,2019-10-04,1222500.0,5623,1224392.0,-7515.0,SELL, ,11942.5
34,2019-10-09,1200000.0,4320,1204320.0,0.0,BUY, ,11985.0
35,2019-11-22,1142500.0,5255,1204320.0,-67075.0, ,SELL,11411.25
36,2019-11-25,1140000.0,4104,1144104.0,0.0,BUY, ,11396.25
37,2019-11-26,1137500.0,5232,1144104.0,-11836.0, ,SELL,11385.0
38,2019-11-27,1137500.0,4095,1141595.0,0.0,BUY, ,11370.0
39,2019-12-02,1140000.0,5244,1141595.0,-6839.0,SELL, ,11342.5
40,2019-12-04,1110000.0,3996,1113996.0,0.0,BUY, ,11346.25
41,2019-12-11,1145000.0,5267,1113996.0,25737.0,SELL, ,11372.5
42,2019-12-12,1137500.0,4095,1141595.0,0.0,BUY, ,11371.25
43,2019-12-20,1152500.0,5301,1141595.0,5604.0, ,SELL,11385.0
44,2019-12-23,1140000.0,4104,1144104.0,0.0,BUY, ,11385.0
