,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-03-25,105500.0,379,105879.0,0.0, ,BUY,83.13090317955981
1,2019-04-02,114000.0,524,105879.0,7597.0, ,SELL,63.94891756537732
2,2019-05-13,122000.0,439,122439.0,0.0, ,BUY,59.4364809501418
3,2019-05-21,125500.0,577,122439.0,2484.0, ,SELL,48.48856610248971
4,2019-06-18,84500.0,304,84804.0,0.0, ,BUY,61.953757732657245
5,2019-09-06,74000.0,340,84804.0,-11144.0, ,SELL,61.064845739534135
6,2019-09-24,68500.0,246,68746.0,0.0, ,BUY,84.23295467614709
7,2019-09-25,68000.0,312,68746.0,-1058.0,SELL, ,82.40365908467759
8,2019-09-30,68500.0,246,68746.0,0.0, ,BUY,39.6471131211868
9,2019-10-14,68500.0,315,68746.0,-561.0, ,SELL,67.81843371993881
10,2019-11-12,70000.0,252,70252.0,0.0, ,BUY,60.87841558887999
11,2019-12-20,67000.0,308,70252.0,-3560.0, ,SELL,47.652375323698394
12,2019-12-26,66000.0,237,66237.0,0.0, ,BUY,42.08035248417999
13,2019-12-27,66500.0,305,66237.0,-42.0, ,SELL,42.010507887894875
