,Date,Close Price,Fee,Purchased Price,Capital Gain,SO,SO_14
0,2019-02-12,92400.0,332,92732.0,0.0,BUY,2.9411764705882355
1,2019-03-22,83200.0,382,92732.0,-9914.0,SELL,89.0625
2,2019-04-11,77400.0,278,77678.0,0.0,BUY,12.5
3,2019-04-30,79000.0,363,77678.0,959.0,SELL,80.95238095238095
4,2019-05-03,73000.0,262,73262.0,0.0,BUY,11.764705882352942
5,2019-05-29,72600.0,333,73262.0,-995.0,SELL,81.94444444444444
6,2019-06-28,75800.0,272,76072.0,0.0,BUY,16.0
7,2019-07-03,79600.0,366,76072.0,3162.0,SELL,100.0
8,2019-07-31,84000.0,302,84302.0,0.0,BUY,18.181818181818183
9,2019-08-19,89200.0,410,84302.0,4488.0,SELL,100.0
10,2019-09-19,118000.0,424,118424.0,0.0,BUY,18.181818181818183
11,2019-09-30,122500.0,563,118424.0,3513.0,SELL,83.33333333333333
12,2019-10-31,126500.0,455,126955.0,0.0,BUY,13.043478260869565
13,2019-12-02,115000.0,529,126955.0,-12484.0,SELL,94.11764705882354
